geneid;symbol;diseaseid;disease_name;score;association_type;original_source;sentence;pmid;pmid_year
25932;CLIC4;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;Global analysis of differentially expressed genes in androgen-independent prostate cancer.;17199135;2007
842;CASP9;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;Global analysis of differentially expressed genes in androgen-independent prostate cancer.;17199135;2007
2878;GPX3;C0376358;Malignant neoplasm of prostate;0,34;Biomarker;CTD_human;"In this report, we found that the expression of <span class=""gene"" id=""17804715-2-48-72"">glutathione peroxidase 3</span> (<span class=""gene"" id=""17804715-2-74-78"">GPx3</span>) was widely inactivated in <span class=""disease"" id=""17804715-2-106-122"">prostate cancers</span>.";17804715;2007
7163;TPD52;C0376358;Malignant neoplasm of prostate;0,38;Therapeutic;CTD_human;"PC-1/<span class=""gene"" id=""17875733-1-5-9"">PrLZ</span> gene overexpression has been identified to be associated with <span class=""disease"" id=""17875733-1-72-87"">prostate cancer</span> progression.";17875733;2007
55210;ATAD3A;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;"In vitro, silencing of <span class=""gene"" id=""21584487-5-23-29"">ATAD3A</span> expression reduced PSA secretion and cisplatin resistance, suggesting that <span class=""gene"" id=""21584487-5-105-111"">ATAD3A</span> was associated with PSA secretion and drug resistance in <span class=""disease"" id=""21584487-5-169-172"">PCa</span>.";21584487;2011
11095;ADAMTS8;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;The long tail of oncogenic drivers in prostate cancer.;29610475;2018
367;AR;C0376358;Malignant neoplasm of prostate;0,7;Therapeutic;CTD_human;"The <span class=""gene"" id=""23704919-1-4-21"">androgen receptor</span> (<span class=""gene"" id=""23704919-1-23-25"">AR</span>) is the principal therapeutic target in <span class=""disease"" id=""23704919-1-66-81"">prostate cancer</span>.";23704919;2013
3303;HSPA1A;C0376358;Malignant neoplasm of prostate;0,31;Biomarker;CTD_human;The 70 kilodalton heat shock protein is an inhibitor of apoptosis in prostate cancer.;15764345;2005
55256;ADI1;C0376358;Malignant neoplasm of prostate;0,31;Biomarker;CTD_human;"We generated point mutations at key residues in the metal-binding site of <span class=""gene"" id=""17786183-8-74-78"">ADI1</span> to disrupt <span class=""gene"" id=""17786183-8-90-93"">ARD</span> function, and we found that these mutations did not affect intracellular localization, apoptosis, or colony formation suppression in human <span class=""disease"" id=""17786183-8-233-248"">prostate cancer</span> cells.";17786183;2007
30008;EFEMP2;C0376358;Malignant neoplasm of prostate;0,32;Biomarker;CTD_human;"Expression of FBLN1 (major splice forms C and D), <span class=""gene"" id=""17929269-3-50-55"">FBLN4</span>, FBLN5, SPOCK1, and TENC was compared between 47 <span class=""disease"" id=""17929269-3-105-120"">prostate cancer</span> samples and 13 benign prostatic tissues by quantitative RT-PCR.";17929269;2008
23476;BRD4;C0376358;Malignant neoplasm of prostate;0,32;Biomarker;CTD_human;"We integrated the RNA-Seq results with DNA-binding sites of <span class=""gene"" id=""24763052-3-60-64"">BRD4</span> generated by chromatin immunoprecipitations, correlated these with gene expressions from human <span class=""disease"" id=""24763052-3-160-176"">prostate cancers</span> and identified 21 top <span class=""gene"" id=""24763052-3-199-203"">BRD4</span> candidate genes among which the oxidative stress pathway genes KEAP1, SESN3 and HDAC6 are represented.";24763052;2015
5378;PMS1;C0376358;Malignant neoplasm of prostate;0,31;Biomarker;CTD_human;The long tail of oncogenic drivers in prostate cancer.;29610475;2018
7163;TPD52;C0376358;Malignant neoplasm of prostate;0,38;Therapeutic;CTD_human;DNA methylome changes by estradiol benzoate and bisphenol A links early-life environmental exposures to prostate cancer risk.;27415467;2017
2952;GSTT1;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Associations between genetic polymorphisms of CYP1A1, CYP1A2, CYP2E1, GSTM1 and <span class=""gene"" id=""11275366-1-80-85"">GSTT1</span> and <span class=""disease"" id=""11275366-1-90-105"">prostate cancer</span> (<span class=""disease"" id=""11275366-1-107-110"">PCa</span>) were analyzed in a case-control study of 315 individuals.";11275366;2001
7040;TGFB1;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Association of polymorphisms in <span class=""gene"" id=""18082198-0-32-37"">TGFB1</span> and <span class=""disease"" id=""18082198-0-42-57"">prostate cancer</span> prognosis.";18082198;2008
2296;FOXC1;C0376358;Malignant neoplasm of prostate;0,32;Biomarker;CTD_human;Global analysis of differentially expressed genes in androgen-independent prostate cancer.;17199135;2007
79728;PALB2;C0376358;Malignant neoplasm of prostate;0,31;Biomarker;CTD_human;The long tail of oncogenic drivers in prostate cancer.;29610475;2018
367;AR;C0376358;Malignant neoplasm of prostate;0,7;GeneticVariation;UNIPROT;"We screened human <span class=""disease"" id=""1631125-1-18-33"">prostate cancer</span> tissues for the presence of somatic mutations in the hormone binding domain of the <span class=""gene"" id=""1631125-1-117-134"">androgen receptor</span> (<span class=""gene"" id=""1631125-1-136-138"">AR</span>) gene.";1631125;1992
7099;TLR4;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Two recent publications reported that variants in <span class=""gene"" id=""17301271-2-50-54"">TLR4</span> were associated with risk of <span class=""disease"" id=""17301271-2-84-99"">prostate cancer</span>.";17301271;2007
84818;IL17RC;C0376358;Malignant neoplasm of prostate;0,33;Biomarker;CTD_human;"Furthermore, immunohistochemical staining of prostate tissue microarrays showed that <span class=""gene"" id=""17603628-7-85-92"">IL-17RC</span> protein expression was significantly higher in androgen-independent <span class=""disease"" id=""17603628-7-161-177"">prostate cancers</span> than in androgen-dependent ones when anti-ICD was used, whereas the trend was reversed using anti-ECD.";17603628;2007
7153;TOP2A;C0376358;Malignant neoplasm of prostate;0,33;Biomarker;CTD_human;"Using tissue microarrays, we did immunohistochemistry and fluorescence in situ hybridization for HER2 and <span class=""gene"" id=""17363613-4-106-111"">TOP2A</span> in 100 <span class=""disease"" id=""17363613-4-119-135"">prostate cancers</span> (41 localized and 59 advanced) and 42 cases of benign prostatic hyperplasia (BPH).";17363613;2007
467;ATF3;C0376358;Malignant neoplasm of prostate;0,34;Biomarker;CTD_human;"We found that <span class=""gene"" id=""16516039-3-14-18"">ATF3</span> was differently expressed in an in vitro <span class=""disease"" id=""16516039-3-60-75"">prostate cancer</span> tumor progression model and we investigated the possible role of <span class=""gene"" id=""16516039-3-141-145"">ATF3</span> in <span class=""disease"" id=""16516039-3-149-164"">prostate cancer</span>.";16516039;2006
1576;CYP3A4;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Two Scottish prospective studies showed <span class=""gene"" id=""15496535-10-40-46"">CYP3A4</span>*1B to be a risk factor for <span class=""disease"" id=""15496535-10-74-89"">prostate cancer</span> among men with benign prostatic hyperplasia.";15496535;2004
3284;HSD3B2;C0376358;Malignant neoplasm of prostate;0,33;Biomarker;CTD_human;"SRD5A2 and <span class=""gene"" id=""17823934-0-11-17"">HSD3B2</span> polymorphisms are associated with <span class=""disease"" id=""17823934-0-52-67"">prostate cancer</span> risk and aggressiveness.";17823934;2007
4601;MXI1;C0376358;Malignant neoplasm of prostate;0,66;Biomarker;CTD_human;;;
5728;PTEN;C0376358;Malignant neoplasm of prostate;0,8;GeneticVariation;UNIPROT;"<span class=""gene"" id=""9072974-0-0-4"">PTEN</span>, a putative <span class=""gene"" id=""9072974-0-17-45"">protein tyrosine phosphatase</span> gene mutated in human brain, breast, and <span class=""disease"" id=""9072974-0-87-102"">prostate cancer</span>.";9072974;1997
10;NAT2;C0376358;Malignant neoplasm of prostate;0,38;Biomarker;CTD_human;"The purpose of this study was to determine the frequency of a polymorphism of the candidate metabolic enzyme <span class=""gene"" id=""12622714-1-109-130"">N-acetyltransferase-2</span> (<span class=""gene"" id=""12622714-1-132-136"">NAT2</span>) in Japanese <span class=""disease"" id=""12622714-1-150-165"">prostate cancer</span> patients and Japanese non-cancer controls, in order to determine if an association exists between <span class=""gene"" id=""12622714-1-264-268"">NAT2</span> genotype and the occurrence, clinical stage and grade of <span class=""disease"" id=""12622714-1-326-341"">prostate cancer</span>.";12622714;2003
4601;MXI1;C0376358;Malignant neoplasm of prostate;0,66;GeneticVariation;UNIPROT;"<span class=""gene"" id=""7773287-2-0-4"">MXI1</span> maps to chromosome 10q24-q25, a region that is deleted in some cases of <span class=""disease"" id=""7773287-2-77-92"">prostate cancer</span>.";7773287;1995
6522;SLC4A2;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;The long tail of oncogenic drivers in prostate cancer.;29610475;2018
367;AR;C0376358;Malignant neoplasm of prostate;0,7;Biomarker;CTD_human;"The <span class=""gene"" id=""23704919-1-4-21"">androgen receptor</span> (<span class=""gene"" id=""23704919-1-23-25"">AR</span>) is the principal therapeutic target in <span class=""disease"" id=""23704919-1-66-81"">prostate cancer</span>.";23704919;2013
8743;TNFSF10;C0376358;Malignant neoplasm of prostate;0,4;Therapeutic;CTD_human;APO2 ligand/tumor necrosis factor-related apoptosis-inducing ligand in prostate cancer therapy.;16368536;2006
6387;CXCL12;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"To investigate the effect of the <span class=""gene"" id=""17785557-6-33-39"">CXCL12</span> G801A polymorphism on <span class=""gene"" id=""17785557-6-62-68"">CXCL12</span> and CXCR4 expression, immunohistochemistry was done in genotyped <span class=""disease"" id=""17785557-6-134-136"">PC</span> tissues.";17785557;2007
4846;NOS3;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"<span class=""gene"" id=""12445681-0-0-33"">Endothelial nitric oxide synthase</span> gene polymorphisms and the shedding of circulating tumour cells in the blood of <span class=""disease"" id=""12445681-0-114-129"">prostate cancer</span> patients.";12445681;2003
6462;SHBG;C0376358;Malignant neoplasm of prostate;0,38;Biomarker;CTD_human;"Overall, <span class=""gene"" id=""17220347-7-9-13"">SHBG</span> D356N heterozygotes were found to have an increased risk of <span class=""disease"" id=""17220347-7-74-89"">prostate cancer</span> among whites (odds ratio, 1.34; 95% confidence interval, 1.10-1.63; P = 0.0007).";17220347;2007
1027;CDKN1B;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Herein, we examined single nucleotide polymorphic variants in the 3'-untranslated region of CDKN1A (p21(cip1)) and in codon 109 of <span class=""gene"" id=""12727815-3-131-137"">CDKN1B</span> (p27(kip1)) for association with advanced <span class=""disease"" id=""12727815-3-180-195"">prostate cancer</span> in a European-American population.";12727815;2003
4968;OGG1;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"The prevalence of <span class=""gene"" id=""14634453-4-18-23"">hOGG1</span> Ser326Cys polymorphism was compared between white patients cases and controls using polymerase chain reaction restriction fragment length polymorphism analysis of genomic DNA isolated from 84 incident patients with primary <span class=""disease"" id=""14634453-4-247-262"">prostate cancer</span> and 252 individually matched controls (1:3 ratio) by age (+/- 5 years at diagnosis) in white men.";14634453;2004
5788;PTPRC;C0376358;Malignant neoplasm of prostate;0,31;Biomarker;CTD_human;The long tail of oncogenic drivers in prostate cancer.;29610475;2018
367;AR;C0376358;Malignant neoplasm of prostate;0,7;Therapeutic;CTD_human;"Interleukin-6 stimulation of growth of <span class=""disease"" id=""19011039-0-39-54"">prostate cancer</span> in vitro and in vivo through activation of the <span class=""gene"" id=""19011039-0-102-119"">androgen receptor</span>.";19011039;2009
60526;LDAH;C0376358;Malignant neoplasm of prostate;0,32;Biomarker;CTD_human;"In addition, we report here five new loci for <span class=""disease"" id=""20676098-5-46-61"">prostate cancer</span> susceptibility, at 5p15 (lambda-corrected probability P(GC) = 3.9 x 10(-18)), GPRC6A/RFX6 (P(GC) = 1.6 x 10(-12)), 13q22 (P(GC) = 2.8 x 10(-9)), <span class=""gene"" id=""20676098-5-207-214"">C2orf43</span> (P(GC) = 7.5 x 10(-8)) and FOXP4 (P(GC) = 7.6 x 10(-8)).";20676098;2010
9203;ZMYM3;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;The bromodomain protein BRD4 regulates the KEAP1/NRF2-dependent oxidative stress response.;24763052;2015
672;BRCA1;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"The strongest evidence for <span class=""disease"" id=""17585057-5-27-42"">prostate cancer</span> association was for a glutamine-to-arginine substitution at codon 356 (Gln(356)Arg) in exon 11 of the <span class=""gene"" id=""17585057-5-145-150"">BRCA1</span> gene.";17585057;2007
2064;ERBB2;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Eighteen (31%) advanced <span class=""disease"" id=""17363613-8-24-40"">prostate cancers</span> showed topoIIalpha overexpression; 12 (26%) showed TOP2A low-level amplification; 9 (16%) expressed <span class=""gene"" id=""17363613-8-141-145"">HER2</span>; and 6 (13%) showed <span class=""gene"" id=""17363613-8-166-170"">HER2</span> low-level amplification.";17363613;2007
10481;HOXB13;C0376358;Malignant neoplasm of prostate;0,6;Biomarker;CTD_human;"We also report results for a previously described <span class=""gene"" id=""23104005-7-50-56"">HOXB13</span> variant (rs138213197[T]), confirming it as a <span class=""disease"" id=""23104005-7-102-117"">prostate cancer</span> risk variant in populations from across Europe.";23104005;2013
4804;NGFR;C0376358;Malignant neoplasm of prostate;0,34;Biomarker;CTD_human;The aryl propionic acid R-flurbiprofen selectively induces p75NTR-dependent decreased survival of prostate tumor cells.;17409433;2007
3606;IL18;C0376358;Malignant neoplasm of prostate;0,36;Biomarker;CTD_human;"We analyzed two single nucleotide polymorphisms of <span class=""gene"" id=""17688413-5-51-56"">IL-18</span> gene promoter -137 G/C and -607 C/A in 265 patients with <span class=""disease"" id=""17688413-5-114-129"">prostate cancer</span> and 280 age- and sex-matched controls, using sequence-specific primers-polymerase chain reaction strategy.";17688413;2007
367;AR;C0376358;Malignant neoplasm of prostate;0,7;Biomarker;CTD_human;"<span class=""gene"" id=""23704919-0-0-17"">Androgen receptor</span> promotes ligand-independent <span class=""disease"" id=""23704919-0-46-61"">prostate cancer</span> progression through c-Myc upregulation.";23704919;2013
10481;HOXB13;C0376358;Malignant neoplasm of prostate;0,6;GeneticVariation;UNIPROT;"The germline mutation G84E of <span class=""gene"" id=""22714738-10-30-36"">HOXB13</span> is a rare but recurrent mutation associated with elevated risk of <span class=""disease"" id=""22714738-10-103-118"">prostate cancer</span> in men of European descent, with an effect size that is greater than observed for previously validated risk variants of genome wide association studies.";22714738;2013
5444;PON1;C0376358;Malignant neoplasm of prostate;0,34;Biomarker;CTD_human;Xenobiotic-metabolizing gene variants, pesticide use, and the risk of prostate cancer.;21716162;2012
7515;XRCC1;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Relationship between <span class=""gene"" id=""17486273-0-21-26"">XRCC1</span> polymorphisms and susceptibility to <span class=""disease"" id=""17486273-0-63-78"">prostate cancer</span> in men from Han, Southern China.";17486273;2007
11187;PKP3;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;Identification of genes potentially involved in the acquisition of androgen-independent and metastatic tumor growth in an autochthonous genetically engineered mouse prostate cancer model.;17013881;2007
10481;HOXB13;C0376358;Malignant neoplasm of prostate;0,6;Biomarker;CTD_human;"Here we find that the <span class=""disease"" id=""24390282-3-22-37"">prostate cancer</span> risk-associated SNP rs339331 at 6q22 lies within a functional <span class=""gene"" id=""24390282-3-100-106"">HOXB13</span>-binding site.";24390282;2014
3283;HSD3B1;C0376358;Malignant neoplasm of prostate;0,33;Biomarker;CTD_human;"However, among white men with family history of <span class=""disease"" id=""17826523-6-48-63"">prostate cancer</span>, the <span class=""gene"" id=""17826523-6-69-75"">HSD3B1</span> 367Thr allele was positively associated with <span class=""disease"" id=""17826523-6-121-136"">prostate cancer</span> (odds ratio 3.0, 95% confidence interval 1.0 to 9.2).";17826523;2007
3283;HSD3B1;C0376358;Malignant neoplasm of prostate;0,33;Biomarker;CTD_human;"Association between polymorphisms in <span class=""gene"" id=""17826523-0-37-43"">HSD3B1</span> and UGT2B17 and <span class=""disease"" id=""17826523-0-60-75"">prostate cancer</span> risk.";17826523;2007
894;CCND2;C0376358;Malignant neoplasm of prostate;0,37;Biomarker;CTD_human;"<span class=""gene"" id=""17016690-4-0-9"">Cyclin D2</span> promoter methylation was found in 117/118 <span class=""disease"" id=""17016690-4-52-55"">PCa</span>, 38/38 HGPIN, 24/30 BPH, 11/11 NPT, and 4/4 cell lines.";17016690;2007
2952;GSTT1;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"We found inverse associations between PhIP, MeIQx, or DiMeIQx intake and <span class=""disease"" id=""22564066-7-73-76"">PCa</span> risk when having &lt;2 deletions of the <span class=""gene"" id=""22564066-7-114-119"">GSTT1</span> and GSTM1 genes (P(interaction): 0.03, 0.01, and 0.03, respectively), which is supported by analysis of darkly browned meat consumption data.";22564066;2012
6648;SOD2;C0376358;Malignant neoplasm of prostate;0,4;Therapeutic;CTD_human;"Here, we knocked down <span class=""gene"" id=""18829485-5-22-26"">SOD2</span> expression in AR-expressing LNCaP <span class=""disease"" id=""18829485-5-61-76"">prostate cancer</span> cells and determined gene expression changes, transcription factor binding, and AR transcription activity in <span class=""gene"" id=""18829485-5-186-190"">SOD2</span> knockdown cells.";18829485;2008
2787;GNG5;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;Identification of genes potentially involved in the acquisition of androgen-independent and metastatic tumor growth in an autochthonous genetically engineered mouse prostate cancer model.;17013881;2007
6528;SLC5A5;C0376358;Malignant neoplasm of prostate;0,4;Therapeutic;CTD_human;The rat sodium iodide symporter gene permits more effective radioisotope concentration than the human sodium iodide symporter gene in human and rodent cancer cells.;12489024;2003
6648;SOD2;C0376358;Malignant neoplasm of prostate;0,4;Therapeutic;CTD_human;"Despite limitations due to study size, we conclude that the association between HCA intake and <span class=""disease"" id=""22564066-9-95-98"">PCa</span> risk could be modified by polymorphisms of GSTT1, GSTM1, and <span class=""gene"" id=""22564066-9-160-165"">MnSOD</span>.";22564066;2012
6757;SSX2;C0376358;Malignant neoplasm of prostate;0,32;Biomarker;CTD_human;"Our findings suggest that <span class=""gene"" id=""17929270-10-26-31"">SSX-2</span> could be further pursued as an immunotherapeutic target in <span class=""disease"" id=""17929270-10-91-106"">prostate cancer</span>, and that treatment with 5-aza-2'-deoxycytidine could be exploited to modulate antigen expression in combination with immunotherapeutic approaches.";17929270;2008
3284;HSD3B2;C0376358;Malignant neoplasm of prostate;0,33;Biomarker;CTD_human;"Two polymorphisms, a valine (V) for leucine (L) substitution at the 89 codon of the SRD5A2 gene and a (TG)n,(TA)n,(CA)n repeat polymorphism within the third intron of the <span class=""gene"" id=""17823934-3-171-177"">HSD3B2</span> gene were evaluated with regard to <span class=""disease"" id=""17823934-3-213-228"">prostate cancer</span> risk.";17823934;2007
10333;TLR6;C0376358;Malignant neoplasm of prostate;0,35;Biomarker;CTD_human;"In particular, Toll-like receptors (TLR), especially the <span class=""gene"" id=""16537705-3-57-61"">TLR6</span>-1-10 gene cluster, are involved in <span class=""disease"" id=""16537705-3-97-112"">prostate cancer</span> development.";16537705;2006
50509;COL5A3;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;The long tail of oncogenic drivers in prostate cancer.;29610475;2018
4683;NBN;C0376358;Malignant neoplasm of prostate;0,36;Biomarker;CTD_human;"<span class=""gene"" id=""25415046-0-0-3"">NBN</span> gain is predictive for adverse outcome following image-guided radiotherapy for localized <span class=""disease"" id=""25415046-0-93-108"">prostate cancer</span>.";25415046;2015
5926;ARID4A;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;The long tail of oncogenic drivers in prostate cancer.;29610475;2018
2264;FGFR4;C0376358;Malignant neoplasm of prostate;0,6;Biomarker;CTD_human;"The <span class=""gene"" id=""15448004-0-4-39"">fibroblast growth factor receptor-4</span> Arg388 allele is associated with <span class=""disease"" id=""15448004-0-73-88"">prostate cancer</span> initiation and progression.";15448004;2005
7367;UGT2B17;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"The purpose of this study was to determine whether polymorphisms in HSD3B1 and <span class=""gene"" id=""17826523-3-79-86"">UGT2B17</span> increase the risk of <span class=""disease"" id=""17826523-3-108-123"">prostate cancer</span>.";17826523;2007
26227;PHGDH;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;Identification of genes potentially involved in the acquisition of androgen-independent and metastatic tumor growth in an autochthonous genetically engineered mouse prostate cancer model.;17013881;2007
2690;GHR;C0376358;Malignant neoplasm of prostate;0,34;Biomarker;CTD_human;"Haplotype-based analysis of common variation in the <span class=""gene"" id=""17220348-0-52-75"">growth hormone receptor</span> gene and <span class=""disease"" id=""17220348-0-85-100"">prostate cancer</span> risk.";17220348;2007
2115;ETV1;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;An Interaction with Ewing's Sarcoma Breakpoint Protein EWS Defines a Specific Oncogenic Mechanism of ETS Factors Rearranged in Prostate Cancer.;27783944;2016
996;CDC27;C0376358;Malignant neoplasm of prostate;0,31;Biomarker;CTD_human;The long tail of oncogenic drivers in prostate cancer.;29610475;2018
7157;TP53;C0376358;Malignant neoplasm of prostate;0,5;Biomarker;CTD_human;Integrative molecular profiling of routine clinical prostate cancer specimens.;25735316;2016
367;AR;C0376358;Malignant neoplasm of prostate;0,7;Therapeutic;CTD_human;Androgen induces expression of the multidrug resistance protein gene MRP4 in prostate cancer cells.;17003774;2007
928;CD9;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;Identification of genes potentially involved in the acquisition of androgen-independent and metastatic tumor growth in an autochthonous genetically engineered mouse prostate cancer model.;17013881;2007
1647;GADD45A;C0376358;Malignant neoplasm of prostate;0,35;Biomarker;CTD_human;"We examined the mechanism of regulation of <span class=""gene"" id=""19190346-3-43-54"">GADD45alpha</span> in <span class=""disease"" id=""19190346-3-58-73"">prostate cancer</span> cells and the effect of its up-regulation on sensitivity to docetaxel chemotherapy.";19190346;2009
4502;MT2A;C0376358;Malignant neoplasm of prostate;0,33;Therapeutic;CTD_human;Metallothionein isoform II expression in hyperplastic, dysplastic and neoplastic prostatic lesions.;16574721;2006
6648;SOD2;C0376358;Malignant neoplasm of prostate;0,4;Therapeutic;CTD_human;"Stratification by quartiles of dietary and supplemental vitamin E intake (IU/d) showed risks of <span class=""disease"" id=""17646272-6-96-111"">prostate cancer</span> tended to be increased among <span class=""gene"" id=""17646272-6-141-145"">SOD2</span> Ala allele carriers, except at the highest quartile of vitamin E intake (&gt;222; P(interaction) = 0.06, Q1-Q3 versus Q4).";17646272;2007
8405;SPOP;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;The long tail of oncogenic drivers in prostate cancer.;29610475;2018
6926;TBX3;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;Sequencing of prostate cancers identifies new cancer genes, routes of progression and drug targets.;29662167;2018
367;AR;C0376358;Malignant neoplasm of prostate;0,7;GeneticVariation;UNIPROT;"Frequent detection of codon 877 mutation in the <span class=""gene"" id=""8187068-0-48-65"">androgen receptor</span> gene in advanced <span class=""disease"" id=""8187068-0-83-99"">prostate cancers</span>.";8187068;1994
2065;ERBB3;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"We speculate that nuclear localization of <span class=""gene"" id=""17634423-9-42-48"">ErbB-3</span> may aid <span class=""disease"" id=""17634423-9-57-72"">prostate cancer</span> cell survival during androgen ablation and progression of prostate cancer in bone.";17634423;2007
55256;ADI1;C0376358;Malignant neoplasm of prostate;0,31;Biomarker;CTD_human;"Androgens induced <span class=""gene"" id=""17786183-4-18-22"">ADI1</span> expression in human <span class=""disease"" id=""17786183-4-43-58"">prostate cancer</span> LNCaP cells, which was not blocked by cycloheximide, indicating that <span class=""gene"" id=""17786183-4-128-132"">ADI1</span> is a primary androgen-responsive gene.";17786183;2007
5744;PTHLH;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"<span class=""disease"" id=""16243370-0-0-15"">Prostate cancer</span> cell type-specific involvement of the VDR and RXR in regulation of the human <span class=""gene"" id=""16243370-0-93-98"">PTHrP</span> gene via a negative VDRE.";16243370;2006
632;BGLAP;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Formalin-fixed paraffin-embedded <span class=""disease"" id=""14666681-9-33-35"">PC</span> before H/T and HRPC for each patient were stained for <span class=""gene"" id=""14666681-9-90-101"">osteocalcin</span>.";14666681;2004
23411;SIRT1;C0376358;Malignant neoplasm of prostate;0,39;Biomarker;CTD_human;"This anti-<span class=""disease"" id=""21062352-9-10-13"">PCa</span> response was accompanied with a significant decrease in <span class=""gene"" id=""21062352-9-70-75"">Sirt1</span> in TRAMP prostate.";21062352;2011
367;AR;C0376358;Malignant neoplasm of prostate;0,7;Biomarker;CTD_human;Androgen induces expression of the multidrug resistance protein gene MRP4 in prostate cancer cells.;17003774;2007
632;BGLAP;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"<span class=""gene"" id=""14666681-10-0-11"">Osteocalcin</span> immunohistochemical stain was detected in 18 of 20 <span class=""disease"" id=""14666681-10-63-65"">PC</span> before H/T and 19 of 20 of HRPC.";14666681;2004
3586;IL10;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;The interaction of four genes in the inflammation pathway significantly predicts prostate cancer risk.;16284379;2006
367;AR;C0376358;Malignant neoplasm of prostate;0,7;GeneticVariation;UNIPROT;Crystal structure of the T877A human androgen receptor ligand-binding domain complexed to cyproterone acetate provides insight for ligand-induced conformational changes and structure-based drug design.;17311914;2007
1465;CSRP1;C0376358;Malignant neoplasm of prostate;0,32;Biomarker;CTD_human;Global analysis of differentially expressed genes in androgen-independent prostate cancer.;17199135;2007
5371;PML;C0376358;Malignant neoplasm of prostate;0,34;Biomarker;CTD_human;"Here we found that <span class=""gene"" id=""29335545-2-19-22"">PML</span> is frequently co-deleted with PTEN in metastatic human <span class=""disease"" id=""29335545-2-78-93"">prostate cancer</span> (<span class=""disease"" id=""29335545-2-95-98"">CaP</span>).";29335545;2018
3479;IGF1;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"<span class=""gene"" id=""16465378-2-0-5"">IGF-I</span> has been shown to exert a potent mitogenic action on <span class=""disease"" id=""16465378-2-59-74"">prostate cancer</span>.";16465378;2006
8615;USO1;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;Identification of genes potentially involved in the acquisition of androgen-independent and metastatic tumor growth in an autochthonous genetically engineered mouse prostate cancer model.;17013881;2007
54809;SAMD9;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;The long tail of oncogenic drivers in prostate cancer.;29610475;2018
7367;UGT2B17;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"A significant association was observed between the <span class=""gene"" id=""17826523-7-51-58"">UGT2B17</span> null polymorphism and <span class=""disease"" id=""17826523-7-81-96"">prostate cancer</span> risk (odds ratio 1.7, 95% confidence interval 1.03 to 2.9).";17826523;2007
4524;MTHFR;C0376358;Malignant neoplasm of prostate;0,36;Biomarker;CTD_human;Association between polymorphisms of folate-metabolizing enzymes and risk of prostate cancer.;17967524;2008
3925;STMN1;C0376358;Malignant neoplasm of prostate;0,35;Biomarker;CTD_human;"Furthermore, modulation of <span class=""gene"" id=""17455228-11-27-35"">stathmin</span> phosphorylation may correlate with the development of androgen-independent <span class=""disease"" id=""17455228-11-111-114"">PCa</span>.";17455228;2007
367;AR;C0376358;Malignant neoplasm of prostate;0,7;GeneticVariation;UNIPROT;The androgen receptor in LNCaP cells contains a mutation in the ligand binding domain which affects steroid binding characteristics and response to antiandrogens.;1562539;1992
